Region Name,Province Name,City/Municipality Name,Barangay Name
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,LUMITAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MAGANAO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MAGUID
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MALATUNENG (MALATUNOL)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MALISBONG
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MILBUK
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MOLON
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,NAMAT MASLA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,NAPNAPON
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,POBLACION
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,SAN ROQUE
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,COLOBE (TAGADTAL)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,TIBUHOL (EAST BADIANGON)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,WAL
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,BAMBANEN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,LOPOKEN (LEPOLON)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MINA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,MEDOL
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,WASAG
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,BALWAN (BULAN)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,LIGAO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PALIMBANG,DATU MAGUIALES
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,BAGUMBAYAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,BANNAWAG
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,BAYAWA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,ESTRELLA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,KALANAWE I
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,KALANAWE II
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,KATICO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,MALINGON
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,MANGALEN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,C. MANGILALA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,PEDTUBO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,POBLACION (SAMBULAWAN)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,ROMUALDEZ
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,SAN JOSE
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,SINAKULAY
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,SUBEN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,TINAUNGAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,TUAL (LIGUASAN)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,PRESIDENT QUIRINO,SAN PEDRO (TUATO)
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,BARAS
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,BUENAFLOR
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,CALEAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,CARMEN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,D'LEDESMA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,GANSING
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,KALANDAGAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,LOWER KATUNGAL
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,NEW ISABELA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,NEW LAGAO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,NEW PASSI
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,POBLACION
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,RAJAH NUDA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,SAN ANTONIO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,SAN EMMANUEL
REGION XII (SOCCSKSARGEN),SULTAN KUDARat,CITY OF TACURONG,SAN PABLO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,UPPER KATUNGAL
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,TINA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,SAN RAFAEL
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,LANCHETA
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,BANALI
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,BASAG
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,BUENAFLORES
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,BUGSO
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,BUKLOD
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,GAPOK
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,KADI
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,KAPATAGAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,KIADSAM
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,KUDEN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,KULAMAN
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,LAGUBANG
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,LANGGAL
REGION XII (SOCCSKSARGEN),SULTAN KUDARat,SEN. NINOY AQUINO,LIMUHAY
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,MALEGDEG
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,MIDTUNGOK
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,NATI
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,SEWOD
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,TACUPIS
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,SEN. NINOY AQUINO,TINALON
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),ALEGRIA
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),BAGACAY
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),BALUNTAY
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),DATAL ANGGAS
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),DOMOLOK
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),KAWAS
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),MARIBULAN
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),PAG-ASA
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),PARAISO
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),POBLACION (ALABEL)
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),SPRING
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),TOKAWAL
REGION XII (SOCCSKSARGEN),SARANGANI,ALABEL (Capital),LADOL
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,BALITON
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,BATOTULING
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,BATULAKI
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,BIG MARGUS
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,BURIAS
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,CABLALAN
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,CALABANIT
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,CALPIDONG
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,CONGAN
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,CROSS
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,DATALBUKAY
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,E. ALEGADO
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,GLAN PADIDU
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,GUMASA
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,ILAYA
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,KALTUAD
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,KAPATAN
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,LAGO
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,LAGUIMIT
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,MUDAN
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,NEW AKLAN
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,PANGYAN
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,POBLACION
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,RIO DEL PILAR
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,SAN JOSE
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,SAN VICENTE
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,SMALL MARGUS
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,SUFATUBO
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,TALUYA
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,TANGO
REGION XII (SOCCSKSARGEN),SARANGANI,GLAN,TAPON
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,BADTASAN
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,DATU DANI
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,GASI
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,KAPATE
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,KATUBAO
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,KAYUPO
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,KLING (LUMIT)
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,LAGUNDI
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,LEBE
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,LOMUYON
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,LUMA
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,MALIGANG
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,NALUS
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,POBLACION
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,SALAKIT
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,SULI
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,TABLAO
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,TAMADANG
REGION XII (SOCCSKSARGEN),SARANGANI,KIAMBA,TAMBILIL
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,AMSIPIT
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,BALES
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,COLON
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,DALIAO
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,KABATIOL
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,KABLACAN
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,KAMANGA
REGION XII (SOCCSKSARGEN),SARANGani,MAASIM,KANALO
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,LUMASAL
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,LUMATIL
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,MALBANG
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,NOMOH
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,PANANAG
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,POBLACION (MAASIM)
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,SEVEN HILLS
REGION XII (SOCCSKSARGEN),SARANGANI,MAASIM,TINOTO
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,BATI-AN
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,KALANEG
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,KALAONG
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,KIAMBING
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,KIAYAP
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,MABAY
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,MAGULING
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,MALALAG (POB.)
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,MINDUPOK
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,NEW LA UNION
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,OLD POBLACION (MAITUM)
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,PANGI (LINAO)
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,PINOL
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,SISON (EDENTON)
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,TICULAB
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,TUANADATU
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,UPO (LANAO)
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,WALI (KAMBUHAN)
REGION XII (SOCCSKSARGEN),SARANGANI,MAITUM,ZION
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,DAAN SUYAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,KIHAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,KINAM
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,LIBI
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,LUN MASLA
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,LUN PADIDU
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,PATAG
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,POBLACION (MALAPATAN)
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,SAPU MASLA
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,SAPU PADIDU
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,TUYAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALAPATAN,UPPER SUYAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,ALKIKAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,AMPON
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,ATLAE
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,BANAHAW
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,BANATE
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,B'LAAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,DATAL BATONG
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,DATAL BILA
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,DATAL TAMPAL
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,J.P. LAUREL
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,KAWAYAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,KIBALA
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,KIBLAT
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,KINABALAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,LOWER MAINIT
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,LUTAY
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,MALABOD
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,MALALAG COGON
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,MALANDAG
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,MALUNGON GAMAY
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,NAGPAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,PANAMIN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,POBLACION
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,SAN JUAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,SAN MIGUEL
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,SAN ROQUE
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,TALUS
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,TAMBAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,UPPER BIANGAN
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,UPPER LUMABAT
REGION XII (SOCCSKSARGEN),SARANGANI,MALUNGON,UPPER MAINIT
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,BAGUA
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,KALANGANAN
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,TAMONTAKA
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,BAGUA I
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,BAGUA II
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,BAGUA III
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,KALANGANAN I
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,KALANGANAN II
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION I
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION II
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION III
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION IV
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION V
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION VI
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION VII
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION VIII
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,POBLACION IX
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS I
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS II
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS III
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS IV
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS V
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS VI
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS VII
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS VIII
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS IX
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS X
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS XI
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS XII
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,ROSARY HEIGHTS XIII
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,TAMONTAKA I
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,TAMONTAKA II
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,TAMONTAKA III
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,TAMONTAKA IV
REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),CITY OF COTABATO,TAMONTAKA V
